Тип агента,Доходность Base,Доходность FT,Δ Доходность,Sharpe Base,Sharpe FT,Δ Sharpe,MDD Base,MDD FT,Δ MDD
Q-Learning,-48.10529483564573,-65.87778834575171,-17.77249351010598,-0.07179175443022232,-0.28496332791300877,-0.21317157348278645,68.22954991106513,73.35542767837023,5.125877767305099
