episode,mean_reward,std_reward,min_reward,max_reward,mean_length,timestamp
500,1764936135.1354969,955.9324411307095,1.1368683772161603e-13,955.9324411307097,955.9324411307097,1000.0
1000,1764936222.324384,1093.6268809409084,0.0,1093.6268809409084,1093.6268809409084,1000.0
500,1764936993.3652594,1218.306366484561,0.0,1218.306366484561,1218.306366484561,1000.0
1000,1764937062.9803088,1698.7450628247784,0.0,1698.7450628247784,1698.7450628247784,1000.0
1500,1764937132.6696537,1726.080638589628,0.0,1726.080638589628,1726.080638589628,1000.0
2000,1764937202.4499974,1647.0157548308148,2.2737367544323206e-13,1647.0157548308146,1647.0157548308146,1000.0
2500,1764937272.1633086,1737.340880618817,0.0,1737.340880618817,1737.340880618817,1000.0
3000,1764937342.0612042,1695.4194857258476,2.2737367544323206e-13,1695.4194857258478,1695.4194857258478,1000.0
3500,1764937411.167446,1705.072687488732,0.0,1705.072687488732,1705.072687488732,1000.0
4000,1764937480.3310301,1705.072687488732,0.0,1705.072687488732,1705.072687488732,1000.0
4500,1764937549.5342274,1678.7302047369562,0.0,1678.7302047369562,1678.7302047369562,1000.0
5000,1764937618.5175526,1737.340880618817,0.0,1737.340880618817,1737.340880618817,1000.0
5500,1764937687.8691092,1726.080638589628,0.0,1726.080638589628,1726.080638589628,1000.0
6000,1764937757.3334365,1719.7530139256828,0.0,1719.7530139256828,1719.7530139256828,1000.0
6500,1764937827.3986795,1635.9029924321387,0.0,1635.9029924321387,1635.9029924321387,1000.0
7000,1764937896.99176,1718.23063642616,0.0,1718.23063642616,1718.23063642616,1000.0
7500,1764937966.3131983,1750.4988295562496,0.0,1750.4988295562496,1750.4988295562496,1000.0
8000,1764938035.5207367,1351.0419313549178,2.2737367544323206e-13,1351.041931354918,1351.041931354918,1000.0
8500,1764938104.8638384,1811.2180217119717,0.0,1811.2180217119717,1811.2180217119717,1000.0
9000,1764938173.9216871,1822.478263741175,2.2737367544323206e-13,1822.4782637411752,1822.4782637411752,1000.0
