episode,reward,steps,epsilon,portfolio_value,n_trades,win_rate,avg_pnl,max_drawdown,timestamp
1,-1255.220137515788,1000,0.995,941.8121701405323,163,39.263803680981596,-0.2559403964188278,0.0206022805806713,1764936048.6313643
2,-1388.6864155174046,1000,0.990025,959.8530079335645,159,42.76729559748428,-0.14890342453534022,0.030116088594182612,1764936048.786976
3,-464.0022391109407,1000,0.985074875,1041.6413520350873,161,39.75155279503105,0.3657191483959948,0.023608150621055157,1764936048.9241948
4,-2648.3462182648086,1000,0.9801495006250001,838.1339489773346,171,38.59649122807017,-0.8560644177489163,0.02847553019131406,1764936049.0735958
5,720.4144022051713,1000,0.9752487531218751,1121.2953326946633,169,46.74556213017752,0.8295727126002412,0.02460670623344898,1764936049.2033257
6,-2373.4720619959166,1000,0.9703725093562657,892.6787504102718,166,34.93975903614458,-0.5541407342176851,0.03367118559331464,1764936049.334447
7,-2127.0321109665574,1000,0.9655206468094844,892.2702717393921,161,40.37267080745342,-0.5781002702624845,0.02605998908383336,1764936049.480513
8,-1707.3293660257564,1000,0.960693043575437,903.7035762631076,170,32.94117647058823,-0.46634335062053284,0.023608150621055108,1764936049.6092043
9,-1202.2288338330334,1000,0.9558895783575597,949.4509413435131,175,41.714285714285715,-0.19285970751430048,0.02766805871639892,1764936049.7484956
10,-78.25052818681775,1000,0.9511101304657719,1075.6479514424957,181,41.988950276243095,0.5259203971601528,0.021231192178053346,1764936049.9264722
11,-2068.3866307389467,1000,0.946354579813443,890.4784327418009,169,35.50295857988166,-0.5515019802130926,0.02460670623344907,1764936050.063227
12,-1479.9079911822137,1000,0.9416228069143757,924.5786140579003,187,33.155080213903744,-0.3012155782092745,0.028475530191314016,1764936050.2002947
13,-1732.041091137623,1000,0.9369146928798039,904.5621523037954,167,38.32335329341318,-0.473317458056152,0.023322791203626368,1764936050.3512487
14,-779.903110942278,1000,0.9322301194154049,1000.7483779126405,158,42.405063291139236,0.05789787764091186,0.02103296983209369,1764936050.515042
15,-1772.8678462260912,1000,0.9275689688183278,894.5148848136693,166,38.55421686746988,-0.5345272909329519,0.024399509555579138,1764936050.6739943
16,-1410.9586586489577,1000,0.9229311239742362,918.8533199788494,173,42.19653179190752,-0.36670685095590766,0.02460670623344913,1764936050.8458083
17,-1320.2115606271552,1000,0.918316468354365,942.444266640254,164,34.756097560975604,-0.27729145502506675,0.02847553019131407,1764936051.0213976
18,-1059.863664054077,1000,0.9137248860125932,965.4831206885544,153,34.64052287581699,-0.12049750311893873,0.019591571606651245,1764936051.1591485
19,-745.0307247306308,1000,0.9091562615825302,985.0445620979292,163,36.19631901840491,0.01311448125986517,0.026440693949520522,1764936051.311675
20,-901.286343086807,1000,0.9046104802746175,961.2256128890776,168,42.26190476190476,-0.12735608693081457,0.022878967897937096,1764936051.462985
21,-118.28665418660715,1000,0.9000874278732445,1031.9529683868354,165,40.0,0.29111905628996126,0.022878967897937096,1764936051.5939302
22,-2564.0255070887843,1000,0.8955869907338783,826.9430544043403,159,35.84905660377358,-1.034174345585498,0.02847553019131411,1764936051.8146462
23,-190.60367734270926,1000,0.8911090557802088,1052.1508657436696,148,41.21621621621622,0.45099383697534373,0.0195490974858414,1764936051.9659584
24,-1241.9793814479128,1000,0.8866535105013078,954.1402300929427,160,39.375,-0.1853630975277177,0.024606706233449082,1764936052.1484792
25,-761.5529546879764,1000,0.8822202429488013,992.7179933209186,152,36.18421052631579,-0.0016116709150165544,0.02460670623344911,1764936052.31713
26,-1636.3555400649968,1000,0.8778091417340573,942.2335554651361,156,35.8974358974359,-0.2767388205906255,0.022834035296826677,1764936052.4795887
27,-901.3911501372519,1000,0.8734200960253871,999.512732530856,175,38.285714285714285,0.09718230942528634,0.022382748995532564,1764936052.6361668
28,-1061.5304190018521,1000,0.8690529955452602,953.6401295285808,167,36.52694610778443,-0.17534988456440792,0.01966435022978348,1764936052.7854595
29,-1917.2779642263638,1000,0.8647077305675338,876.9518554169664,172,36.627906976744185,-0.6189561842569579,0.024606706233449047,1764936052.9740093
30,-2248.9866003682328,1000,0.8603841919146962,856.0807646859286,164,37.19512195121951,-0.7819616281197583,0.022878967897937124,1764936053.1416807
31,-81.1821658009396,1000,0.8560822709551227,1065.2185871621234,159,40.25157232704403,0.5119583942256737,0.024606706233449033,1764936053.317418
32,-731.8956804421836,1000,0.851801859600347,978.0806409386921,152,39.473684210526315,-0.041299872960768556,0.020602280580671293,1764936053.4433603
33,-430.997849509822,1000,0.8475428503023453,1037.4186467668724,143,41.95804195804196,0.36817645310352004,0.028475530191314134,1764936053.6118338
34,-956.8050535125674,1000,0.8433051360508336,966.0156513864578,150,35.333333333333336,-0.1238880600004244,0.019664350229783474,1764936053.7765405
35,-1417.418987806691,1000,0.8390886103705794,912.9448617304869,167,35.92814371257485,-0.4699668714259304,0.018300999656769474,1764936053.9308872
36,-456.1185213026001,1000,0.8348931673187264,1008.9150713549124,174,39.6551724137931,0.15493050658334212,0.020884130660710255,1764936054.1141047
37,-2040.5466326892642,1000,0.8307187014821328,895.803424298099,179,39.10614525139665,-0.4909574460275334,0.025384478939027233,1764936054.2777202
38,-2279.9193541137547,1000,0.8265651079747222,903.8650299146035,157,40.76433121019109,-0.5147295750777827,0.022926407702319858,1764936054.4702568
39,-1629.7348980988834,1000,0.8224322824348486,935.4146464028913,153,38.56209150326798,-0.3208117270304228,0.024886856969899205,1764936054.6432307
40,-187.30813747136833,1000,0.8183201210226743,1042.1424066547215,168,45.23809523809524,0.35870197435191614,0.021899015071240542,1764936054.8080957
41,-2271.881204986246,1000,0.8142285204175609,869.9552813532802,167,32.93413173652694,-0.6812393403657109,0.024606706233449013,1764936054.9691467
42,-700.7989461365137,1000,0.810157377815473,982.05858555753,157,32.48407643312102,-0.016162206745451577,0.021899015071240504,1764936055.1438367
43,-1980.3411740036136,1000,0.8061065909263957,873.0356117424922,162,37.03703703703704,-0.7310015449305015,0.029730407339884763,1764936055.3173244
44,-918.8479534323398,1000,0.8020760579717637,975.9338066756245,166,39.1566265060241,-0.04023033154900095,0.02649131783364931,1764936055.4460518
