episode,mean_reward,std_reward,min_reward,max_reward,mean_portfolio,mean_trades,timestamp
100,273.7488671042547,13.882117494530956,262.9163751213528,293.34476814363325,617.9610205456501,43.666666666666664,1765712758.9150653
200,451.3410462758524,110.28759870259495,303.17850883894636,567.6233637557993,606.1707065438163,218.0,1765712775.5308797
300,97.84775810481398,1.050128594072405,96.36265200484098,98.59031115480046,1083.9371455769026,20.666666666666668,1765712792.3109598
400,63.14551185288379,16.777971354140963,50.22321153934792,86.84067199269558,862.9467697583841,27.666666666666668,1765712808.9754417
500,976.6724350975619,128.84314415907818,855.9055831887741,1155.2182886896198,719.6763489366152,113.33333333333333,1765712826.458452
600,501.05010964886833,19.611339166688758,486.81909962374806,528.7815235939748,593.1613557989327,38.666666666666664,1765712843.6797433
700,146.24546667871974,3.4881388106712823,143.7789800719741,151.17843989221103,939.5230801576823,41.0,1765712861.472652
800,-77.55892814279537,31.616691737654318,-117.23541458513783,-39.8669706765784,637.6080923532085,281.3333333333333,1765712879.0974364
900,218.22350581706607,24.766263077765398,183.98921087482915,241.7485755420495,788.0493568035423,53.333333333333336,1765712896.8922002
1000,505.50892738588345,5.158956379064508,498.84221516943313,511.40908258030714,793.6294905912192,179.0,1765712914.5895152
1100,58.50802896883044,20.298329411393766,29.945111701805487,75.27002851875525,528.9934553572797,246.0,1765712932.501406
1200,632.2011901471966,127.75802653730969,537.7100142662373,812.8136903168237,698.0347467388602,192.33333333333334,1765712950.4703166
1300,331.54227339415564,90.98745330905511,264.98661242939465,460.1921804223421,682.8595056925334,326.0,1765712968.3081565
1400,477.6283556628675,119.85437323612297,308.1336623510844,563.5017041368139,583.4360915554561,400.0,1765712986.5856326
1500,837.1473629170928,68.13748248774239,762.9392467977392,927.4861972622346,689.495762247289,137.33333333333334,1765713004.9108472
1600,758.7906302599032,68.1973876184353,709.9324842344478,855.2334984245678,605.0152418318002,202.66666666666666,1765713023.41397
1700,198.15124314652522,13.453127011980214,180.43767863997635,213.0206923583927,721.4458141844202,134.66666666666666,1765713041.7293801
1800,390.97032927742094,87.33915774384607,328.28896200607323,514.4819267680223,823.5744464062554,117.0,1765713059.9781218
1900,26.917916160666753,5.2745243830880435,19.53246542914824,31.51742116940435,641.6325711674261,241.0,1765713078.7504659
2000,289.08956221293846,56.17784798607473,219.14061166326474,356.6874055583663,946.0475838387559,38.0,1765713096.7609892
2100,177.23909317173664,12.42236199410604,164.75418565493968,194.18518787570525,623.1841818385727,304.0,1765713115.2312963
2200,456.04669191528063,78.54927556424241,366.3268901896268,557.6318157501943,759.1343963771382,84.33333333333333,1765713133.167545
2300,195.70207299290814,38.872527277940186,151.0345870616268,245.7886868171716,697.9899726523054,88.66666666666667,1765713151.5443995
2400,187.61705379700368,14.312012351176323,168.2295224828888,202.34502926976177,947.7134465201615,166.33333333333334,1765713170.9901114
2500,277.6264990576554,56.131081363913985,220.68135849092587,353.99463977295113,603.8301293397145,211.0,1765713189.7214653
2600,702.8646174913774,42.644058240235665,648.5132215462033,752.672546328444,776.2613299437904,135.66666666666666,1765713209.084838
2700,421.23489587845876,257.2922102071407,169.17428632827423,774.5271838025267,783.8258442978564,158.33333333333334,1765713228.0287485
2800,977.9972173727646,7.364122932903244,971.9909134762793,988.3684555707512,564.1291559186192,227.66666666666666,1765713247.5035307
2900,756.7227608468189,219.1995163707023,517.0578564056115,1046.8290870179346,419.5176458429346,489.3333333333333,1765713266.229217
3000,555.4567297278169,93.95895024616442,465.7941885823769,685.2167824273783,714.5652468272256,64.0,1765713285.4380536
