episode,reward,steps,epsilon,portfolio_value,n_trades,win_rate,avg_pnl,max_drawdown,timestamp
1,226.3454956697408,1000,0.999,875.7787561742294,164,48.170731707317074,-0.6567757936699261,0.05418856002558133,1765712742.6618953
2,143.64148337377128,1000,0.998001,717.9572012739903,161,46.58385093167702,-1.6598665803090409,0.04981414440128793,1765712742.8104057
3,304.88060693501217,1000,0.997002999,1253.0304898580166,169,54.437869822485204,1.6293755058078983,0.03192133643858869,1765712742.9645562
4,278.3798109213594,1000,0.996005996001,800.7863153253066,165,50.90909090909091,-1.1189981517414553,0.12732622640383953,1765712743.119197
5,255.7660749541112,1000,0.995009990004999,1001.7673146867807,167,48.50299401197605,0.10118260507855278,0.03952752859910181,1765712743.2705286
6,247.9731914449484,1000,0.994014980014994,1188.5682058633274,165,49.09090909090909,1.2637566862195135,0.035843132711498804,1765712743.4306035
7,186.18065672554076,1000,0.993020965034979,904.1182557891739,163,53.37423312883436,-0.4924990142049406,0.05259550777552565,1765712743.5847006
8,221.3374767817436,1000,0.9920279440699441,942.3018946203473,166,46.3855421686747,-0.2669021468324491,0.045436227671953815,1765712743.7355568
9,178.35772521411215,1000,0.9910359161258742,909.9331190797845,167,54.49101796407185,-0.43569765019639406,0.0588146357658442,1765712743.8889582
10,290.70570477150244,1000,0.9900448802097482,1015.957311343044,167,49.101796407185624,0.20572955484687358,0.08890885613432022,1765712744.040844
11,323.42424913632146,1000,0.9890548353295385,944.8406494372109,165,50.303030303030305,-0.23589801950076433,0.0758177340143718,1765712744.1906648
12,263.2851801164339,1000,0.988065780494209,924.3900847619042,166,46.98795180722892,-0.3579247032310056,0.08829361774738205,1765712744.3428981
13,297.4692533225801,1000,0.9870777147137147,951.5817729996905,168,47.61904761904761,-0.1789016555246348,0.051465759206659877,1765712744.4983346
14,318.82879112456493,1000,0.986090636999001,1048.8975519905941,155,55.483870967741936,0.4201638728274958,0.06344553601599585,1765712744.6500823
15,331.87849527392,1000,0.9851045463620021,1274.8429424371127,174,51.14942528735632,1.6962777356366796,0.029127812769452588,1765712744.7995436
16,278.06409572127234,1000,0.98411944181564,885.8223534838481,164,56.09756097560976,-0.6064792519350324,0.08263259518653024,1765712744.9521172
17,222.00522727614103,1000,0.9831353223738244,991.6141555373258,165,55.15151515151515,0.07358979476905525,0.03646720349472672,1765712745.1071336
18,237.57567344045677,1000,0.9821521870514506,1260.467817578082,159,50.943396226415096,1.753776431492734,0.04662277894905005,1765712745.2644742
