episode,mean_reward,std_reward,min_reward,max_reward,mean_length,timestamp
200,1764706531.817776,-67.9375465703886,1.4210854715202004e-14,-67.93754657038862,-67.93754657038862,1000.0
400,1764706566.364061,-82.81218973483395,0.0,-82.81218973483395,-82.81218973483395,1000.0
600,1764706600.6737673,115.94222691660136,1.4210854715202004e-14,115.94222691660137,115.94222691660137,1000.0
800,1764706634.857109,202.8000915047068,0.0,202.8000915047068,202.8000915047068,1000.0
1000,1764706670.4383342,214.72456007765808,0.0,214.72456007765808,214.72456007765808,1000.0
1200,1764706704.860864,190.63295092980258,0.0,190.63295092980258,190.63295092980258,1000.0
1400,1764706739.6144319,188.73382695596555,2.842170943040401e-14,188.73382695596558,188.73382695596558,1000.0
1600,1764706774.6606073,164.8610839704693,0.0,164.8610839704693,164.8610839704693,1000.0
1800,1764706807.1398106,197.191534345117,2.842170943040401e-14,197.19153434511702,197.19153434511702,1000.0
2000,1764706836.1802292,189.4861933943981,2.842170943040401e-14,189.48619339439813,189.48619339439813,1000.0
2200,1764706864.9483402,166.79796442649476,2.842170943040401e-14,166.7979644264948,166.7979644264948,1000.0
2400,1764706893.3805008,189.4861933943981,2.842170943040401e-14,189.48619339439813,189.48619339439813,1000.0
2600,1764706923.9246259,193.6012039427108,0.0,193.6012039427108,193.6012039427108,1000.0
2800,1764706958.512126,195.58030643959165,2.842170943040401e-14,195.58030643959168,195.58030643959168,1000.0
3000,1764706993.0305648,195.58030643959165,2.842170943040401e-14,195.58030643959168,195.58030643959168,1000.0
3200,1764707027.3637533,195.58030643959165,2.842170943040401e-14,195.58030643959168,195.58030643959168,1000.0
3400,1764707061.0735774,195.58030643959165,2.842170943040401e-14,195.58030643959168,195.58030643959168,1000.0
3600,1764707095.1141572,197.15468916551714,2.842170943040401e-14,197.15468916551717,197.15468916551717,1000.0
3800,1764707129.8890269,195.17302527088538,0.0,195.17302527088538,195.17302527088538,1000.0
4000,1764707164.1849935,111.646479998879,0.0,111.646479998879,111.646479998879,1000.0
4200,1764707198.206461,195.58030643959165,2.842170943040401e-14,195.58030643959168,195.58030643959168,1000.0
4400,1764707231.2896793,195.58030643959165,2.842170943040401e-14,195.58030643959168,195.58030643959168,1000.0
4600,1764707265.498787,195.58030643959165,2.842170943040401e-14,195.58030643959168,195.58030643959168,1000.0
4800,1764707299.8683963,195.58030643959165,2.842170943040401e-14,195.58030643959168,195.58030643959168,1000.0
5000,1764707334.6090026,193.6012039427108,0.0,193.6012039427108,193.6012039427108,1000.0
500,1764708172.4108813,172.1595246804034,0.0,172.1595246804034,172.1595246804034,1000.0
1000,1764708260.9807386,174.93030760932444,0.0,174.93030760932444,174.93030760932444,1000.0
1500,1764708346.4891586,202.51100343491427,0.0,202.51100343491427,202.51100343491427,1000.0
2000,1764708430.8766923,-15.647691199029143,0.0,-15.647691199029143,-15.647691199029143,1000.0
2500,1764708514.8170178,191.72767949621272,0.0,191.72767949621272,191.72767949621272,1000.0
3000,1764708599.5282516,174.26839443136618,2.842170943040401e-14,174.26839443136615,174.26839443136615,1000.0
3500,1764708682.7610028,172.32396660734176,2.842170943040401e-14,172.32396660734173,172.32396660734173,1000.0
4000,1764708767.5289288,194.885572854386,0.0,194.885572854386,194.885572854386,1000.0
4500,1764708852.0261412,190.1846249774487,0.0,190.1846249774487,190.1846249774487,1000.0
5000,1764708934.290267,191.72767949621272,0.0,191.72767949621272,191.72767949621272,1000.0
5500,1764709018.6880476,176.80242830116043,2.842170943040401e-14,176.8024283011604,176.8024283011604,1000.0
6000,1764709102.4481466,198.93011614865733,0.0,198.93011614865733,198.93011614865733,1000.0
6500,1764709184.596334,191.4585883214931,2.842170943040401e-14,191.45858832149307,191.45858832149307,1000.0
7000,1764709268.8443775,189.4861933943981,2.842170943040401e-14,189.48619339439813,189.48619339439813,1000.0
7500,1764709354.173272,197.995955542837,0.0,197.995955542837,197.995955542837,1000.0
8000,1764709437.8532555,209.06899033923258,2.842170943040401e-14,209.0689903392326,209.0689903392326,1000.0
8500,1764709522.8871064,172.32396660734176,2.842170943040401e-14,172.32396660734173,172.32396660734173,1000.0
9000,1764709607.3021908,193.66675921558473,0.0,193.66675921558473,193.66675921558473,1000.0
9500,1764709691.3870492,123.47045662759315,0.0,123.47045662759315,123.47045662759315,1000.0
10000,1764709774.670644,176.0552560504861,2.842170943040401e-14,176.05525605048607,176.05525605048607,1000.0
