episode,mean_reward,std_reward,min_reward,max_reward,mean_length,timestamp
5200,-0.1853884336832236,1.1064571231774485,-1.4186572473810295,1.048912407743596,2000.0,1765645118.0168395
5400,95.3538174494062,31.900591366236114,50.495071860982065,145.40417590717476,2000.0,1765645211.7663677
5600,-0.07433537635614929,0.9595983616094148,-0.9870110174962556,1.048912407743596,2000.0,1765645303.626073
5800,0.7506983564480668,0.7506983564480668,0.0,1.5013967128961336,2000.0,1765645394.871065
6000,0.5240613731663382,0.5240618193675683,0.0,1.048912407743596,2000.0,1765645485.8988867
6200,-9.234639995761862,10.943994185570986,-26.73829082335495,10.937944492104835,2000.0,1765645577.3806844
6400,0.5003991004115177,0.8669469420167858,-1.0015958474693583,1.5013967128961336,2000.0,1765645668.7805448
6600,27.232464163449333,32.66567505823431,-10.200063723402474,90.6270147034343,2000.0,1765645759.887934
6800,14.923751164813382,10.86583741596318,5.360376346841898,33.057626004201,2000.0,1765645850.9218404
7000,-0.3918959573867259,0.9796379037735926,-1.4186572473810295,1.7556694156568589,2000.0,1765645942.7056758
7200,118.5096843819719,23.353018973651526,86.38380049608624,171.2637138354128,2000.0,1765646034.4133196
7400,0.14426732486746463,0.8076741281768779,-0.9870110174962556,1.5013967128961336,2000.0,1765646126.8482614
7600,-5.401466055497947,8.40165877495339,-18.60492434884766,8.628785729187651,2000.0,1765646219.0179062
7800,-18.340121113666417,9.714012966402084,-31.512007182006784,-3.123622992158677,2000.0,1765646310.4481773
8000,0.018175586368742235,0.7881399229819478,-0.9870110174962556,1.048912407743596,2000.0,1765646401.8779912
8200,-12.758104947862341,6.968622667515404,-24.092696641867565,-1.082880987597589,2000.0,1765646494.4356267
8400,2.2991380464100053,3.9319234222986674,-4.933001110687677,6.9190601345725575,2000.0,1765646584.4003124
8600,19.3421420380502,7.925129472295342,6.062044595562349,29.730618559598415,2000.0,1765646674.7137523
8800,-0.3127179264650012,0.8703708824581519,-1.0015958474693583,1.8807999726967797,2000.0,1765646762.4708598
9000,12.226777740827135,10.884959145130704,-6.958262300091612,32.78455458304286,2000.0,1765646852.3196595
9200,0.4017876074820029,1.0103359205334042,-1.0015958474693583,1.7556694156568589,2000.0,1765646944.4606493
9400,-0.07425949286442365,0.9042797613987925,-1.0015958474693583,1.7556694156568589,2000.0,1765647043.031815
9600,-0.3252323867089264,0.5936010172611837,-1.0015958474693583,0.7540595227881688,2000.0,1765647152.7719936
9800,0.14817141016878344,0.8886734409828665,-1.0015958474693583,1.8807999726967797,2000.0,1765647262.7564018
10000,4.045408484476549,4.919122783820244,-4.721659100531706,14.012243355778944,2000.0,1765647355.392971
10200,0.34849057966265506,0.6997218869326215,0.0,1.8807999726967797,1000.0,1765656014.9864354
10400,0.31447630697034884,0.48037076408970936,0.0,1.048912407743596,1000.0,1765656057.3535268
10600,0.27730440765387565,0.7507466240366266,-1.4186572473810295,1.048912407743596,1000.0,1765656099.7175891
10800,0.1755669415656859,0.5267008246970577,0.0,1.7556694156568589,1000.0,1765656142.5009856
11000,2.874197714595097,19.17154499616804,-13.108557691955703,56.869680065411195,1000.0,1765656184.8303814
11200,5.358625774765937,2.126508459485127,2.8514780516353806,9.008716051256915,1000.0,1765656227.0176601
11400,10.217609049590749,18.468081066079872,-11.266670414482265,58.59219842554428,1000.0,1765656269.2989054
11600,0.004534240674693835,0.45815590757125124,-1.0015958474693583,1.0469382542162966,1000.0,1765656311.898756
11800,-0.18502192544978305,0.7586083537571585,-0.9870110174962556,1.048912407743596,1000.0,1765656353.9720745
12000,0.7053322242452937,0.9498224254859273,-0.9870110174962556,1.8807999726967797,1000.0,1765656395.9822652
12200,-0.036974483963743345,0.5566987066646856,-1.4186572473810295,1.048912407743596,1000.0,1765656438.9717429
12400,0.29850089955023995,0.4559676557337948,0.0,0.9950029985008007,1000.0,1765656480.9484653
12600,10.212205862321596,6.491068057318524,0.592201645381615,18.987969449004325,1000.0,1765656522.957483
12800,-0.05017949820425829,0.6507995661054736,-1.0015958474693583,1.5013967128961336,1000.0,1765656564.970413
13000,-0.04341387131794079,0.6558029048340698,-0.9870110174962556,1.5398833218131034,1000.0,1765656608.053691
13200,-0.07414638328021664,0.7852704538449161,-1.4186572473810295,1.048912407743596,1000.0,1765656649.849531
13400,-0.07910117194573166,0.508484832282876,-0.9870110174962556,0.5915051577675973,1000.0,1765656692.1039689
13600,-0.00932220622957316,0.7406025249298255,-0.9870110174962556,1.8807999726967797,1000.0,1765656733.9463158
13800,0.012380278049468086,0.6439940421082405,-0.9870110174962556,1.048912407743596,1000.0,1765656776.7307298
14000,-0.10015958474693583,0.30047875424080744,-1.0015958474693583,0.0,1000.0,1765656818.8909214
14200,0.0,0.0,0.0,0.0,1000.0,1765656861.0713196
14400,0.0,0.0,0.0,0.0,1000.0,1765656909.013193
14600,0.0,0.0,0.0,0.0,1000.0,1765656956.4278631
14800,0.0,0.0,0.0,0.0,1000.0,1765657004.8212383
15000,21.847835946067768,17.61587047685726,-7.414842365882286,48.7443784780838,1000.0,1765657051.9657598
