episode,reward,steps,epsilon,portfolio_value,n_trades,win_rate,avg_pnl,max_drawdown,timestamp
5001,-3.0530723505084842,2000,0.01,929.7043912441786,40,47.5,-1.7784801833133124,0.06675642130756985,1765645025.3108819
5002,15.86440090241312,2000,0.01,864.4478121093151,30,46.666666666666664,-4.3222643016327975,0.08790748471596994,1765645025.7243826
5003,30.335052880019447,2000,0.01,1122.7588250024555,24,62.5,5.2049610721081665,0.05674999179776512,1765645026.1570964
5004,43.14028546639042,2000,0.01,1070.399686729651,24,66.66666666666666,3.3297605152766963,0.05946330018359169,1765645026.6140544
5005,-13.932076326940194,2000,0.01,533.8813511492668,39,33.33333333333333,-12.106720707239003,0.08790748471596983,1765645027.0137093
5006,26.258723933472005,2000,0.01,1096.4839475991555,24,62.5,3.889641614859913,0.0627737014151282,1765645027.4161298
5007,53.50505027552749,2000,0.01,1373.3413766064807,33,54.54545454545454,11.413262949575412,0.07051866676249068,1765645027.86289
5008,16.429338883356767,2000,0.01,1046.224061347134,23,60.86956521739131,2.3174184526504935,0.059463300183591576,1765645028.3447108
5009,-0.9727127725967072,2000,0.01,560.8249536002776,40,35.0,-10.764640301123098,0.08011448669427867,1765645028.7540085
5010,46.366453148898,2000,0.01,1540.2877051135074,25,52.0,21.362967740261116,0.06946508337535214,1765645029.2479508
5011,9.482686530307287,2000,0.01,661.3559099133512,34,38.23529411764706,-9.861608481355777,0.0879074847159699,1765645029.690582
5012,-6.920536828646199,2000,0.01,935.199559935814,42,45.23809523809524,-2.105925627259045,0.0772547090621253,1765645030.22317
5013,40.78261502724183,2000,0.01,1275.3088903725802,41,56.09756097560976,6.580907424939434,0.06569316172553323,1765645030.6743596
5014,3.686753072933421,2000,0.01,817.2010887456129,35,45.714285714285715,-4.782463498649067,0.0651022656621088,1765645031.1269798
5015,41.69869139443113,2000,0.01,1650.5376911685735,48,62.5,14.42714173080747,0.06946508337535219,1765645031.5881243
5016,13.698964954661868,2000,0.01,1267.8072064618298,55,45.45454545454545,4.99677999328299,0.10235077383882138,1765645032.0435436
5017,-0.5669184848071965,2000,0.01,913.7230238264185,49,46.93877551020408,-2.08564018795743,0.06737751062658792,1765645032.5079937
5018,-28.25906217512983,2000,0.01,554.7259026306394,76,43.42105263157895,-5.769797890615922,0.08790748471596979,1765645032.9718153
5019,-1.7138360049119825,2000,0.01,839.368366405653,21,38.095238095238095,-6.937167602121584,0.06756522225939089,1765645033.451332
5020,25.291039497445077,2000,0.01,1125.8642904293122,58,50.0,2.2710482783301367,0.0772547090621252,1765645033.9128265
5021,5.441716323848423,2000,0.01,857.6652555478009,52,42.30769230769231,-2.6305718666851283,0.05946330018359173,1765645034.376815
5022,-21.037830187725984,2000,0.01,633.1628849514437,95,50.526315789473685,-3.7684531741770058,0.07930241600078533,1765645034.818711
5023,1.8328967297795855,2000,0.01,966.9042597266592,52,51.92307692307693,-0.5391206373725914,0.0599543104305813,1765645035.2605376
5024,-16.414239404594092,2000,0.01,816.651135496485,96,47.91666666666667,-1.8053454034403629,0.05610982109744276,1765645035.695264
5025,-3.7750828794510776,2000,0.01,787.2369648267,22,27.27272727272727,-9.588052559122628,0.07523428473247179,1765645036.1381729
5026,6.331404228557002,2000,0.01,1056.1331485356811,15,46.666666666666664,3.8431931796264474,0.05226848647570367,1765645036.6334298
5027,1.7420097604272855,2000,0.01,1026.122911195196,15,40.0,-0.7203303167479078,0.014675021856248338,1765645037.0615475
5028,-13.69627142448402,2000,0.01,668.435801469854,109,45.87155963302752,-2.969081420989614,0.08011448669427876,1765645037.5026252
5029,-3.7683199752537697,2000,0.01,985.421532561703,119,53.78151260504202,-0.024894808791249477,0.09808731869563071,1765645037.9354782
5030,9.633238707607248,2000,0.01,1027.1989890880686,231,55.84415584415584,0.22004022699604178,0.07380044879758431,1765645038.3699155
5031,-20.233770067664214,2000,0.01,840.5620257668753,174,48.275862068965516,-0.8458588485772706,0.04830180318900911,1765645038.8039408
5032,-11.329524773069426,2000,0.01,905.483683851079,31,41.935483870967744,-2.9520311242669814,0.03415384731963987,1765645039.232334
5033,-7.750201861349421,2000,0.01,918.2899547669327,10,20.0,-8.074841867088939,0.04825618984539754,1765645039.664293
5034,-3.1979577101374,2000,0.01,977.6380430905548,13,46.15384615384615,-1.6199920419618747,0.017990078480529362,1765645040.0905995
5035,5.718792229344169,2000,0.01,1014.370112113432,23,43.47826086956522,0.7275851643768563,0.05135112790394822,1765645040.5225189
5036,20.30924069424782,2000,0.01,1013.8539337955434,60,46.666666666666664,0.32999601449827815,0.07725470906212513,1765645040.9450672
5037,12.570359967403265,2000,0.01,1157.8645017388117,18,50.0,8.877055071382049,0.06621292758825693,1765645041.3734446
5038,19.6828911354714,2000,0.01,1048.7644340274278,37,54.054054054054056,1.4152621584032186,0.04830180318900911,1765645041.8012552
5039,26.487256869890928,2000,0.01,1154.3337576917504,60,50.0,2.6771107360473945,0.0518880889054105,1765645042.2706103
5040,34.970101468702495,2000,0.01,1258.1601314133989,61,54.09836065573771,4.343795672061967,0.03697884428771488,1765645042.7798617
5041,26.35363699492443,2000,0.01,1033.2430144788752,57,50.877192982456144,0.6903696393938723,0.0656931617255331,1765645043.2260458
5042,25.213716832618633,2000,0.01,1117.1003500852526,53,50.943396226415096,2.319338482179068,0.06569316172553313,1765645043.6887243
5043,-7.14726898054559,2000,0.01,914.2308482443501,90,41.11111111111111,-0.8471153103650948,0.06621292758825703,1765645044.1886196
5044,14.045338931121018,2000,0.01,1168.5943479984392,55,49.09090909090909,3.1704751700383187,0.06569316172553312,1765645044.6412277
5045,26.55662782877378,2000,0.01,1396.2576807665846,33,66.66666666666666,12.106693618333354,0.0656931617255331,1765645045.0945706
5046,39.31674608069643,2000,0.01,1099.5089555646916,25,68.0,4.085168287904453,0.05986465124668052,1765645045.5439599
5047,28.221644647460916,2000,0.01,924.4228244606618,26,53.84615384615385,-2.804357423434631,0.06578206878768997,1765645045.997007
5048,6.140305819660059,2000,0.01,923.7443486986455,31,54.83870967741935,-2.2509636237124235,0.06903101177152238,1765645046.4597113
5049,-6.874002826149423,2000,0.01,912.1426791413866,55,49.09090909090909,-1.5062623640372583,0.06569316172553313,1765645046.9162903
5050,9.384903628022434,2000,0.01,877.0619837517656,45,46.666666666666664,-2.6458316977544145,0.0801144866942787,1765645047.3695583
5051,33.48858990036389,2000,0.01,1147.924276305442,26,69.23076923076923,5.650067466756884,0.06005014946894361,1765645047.8029883
5052,0.06832152854063933,2000,0.01,544.3701798133117,36,33.33333333333333,-12.451931901220558,0.08790748471596992,1765645048.257411
5053,0.9599993478063193,2000,0.01,575.3471683915584,44,38.63636363636363,-9.580074401104959,0.08790748471596997,1765645048.6892333
5054,37.14054852944223,2000,0.01,1297.783019474285,35,51.42857142857142,9.87007044576677,0.06844651218288,1765645049.1253183
5055,-3.054597799475754,2000,0.01,787.8370162486996,39,46.15384615384615,-5.403745673205519,0.07725470906212518,1765645049.5697715
5056,29.93102220015752,2000,0.01,966.3300575088833,26,57.692307692307686,-1.3731276004457282,0.05562092844812946,1765645050.0208895
5057,-24.23499905326645,2000,0.01,928.2693912638065,120,55.00000000000001,-0.36814539448087097,0.060050149468943534,1765645050.4634697
5058,-32.40307100962916,2000,0.01,562.8050753288944,125,42.4,-3.419605211630496,0.08011448669427883,1765645050.9121854
5059,1.4585165036362189,2000,0.01,796.2410424402631,16,43.75,-12.647268113790952,0.08011448669427876,1765645051.349459
5060,-1.9167407808188837,2000,0.01,972.9413260595659,13,38.46153846153847,-1.9871214285004466,0.05939172683700122,1765645051.7689862
5061,-10.226344818785567,2000,0.01,891.151452889002,77,45.45454545454545,-1.3121135838735012,0.06569316172553313,1765645052.1971436
5062,-27.835325389755152,2000,0.01,761.6434809099653,98,41.83673469387755,-2.3421336727602804,0.0420488617382854,1765645052.629461
5063,-2.5403461439093755,2000,0.01,963.7241629336572,9,44.44444444444444,-3.931958998641944,0.01712880259201752,1765645053.066957
5064,1.0960910113266136,2000,0.01,1006.0331501592086,9,55.55555555555556,0.7699220144668278,0.030340412904205933,1765645053.5381033
5065,-7.027333294770446,2000,0.01,927.6528536595255,11,27.27272727272727,-6.478712492747108,0.03300904426273487,1765645054.0535529
5066,5.171822634069651,2000,0.01,1026.5340720543636,3,100.0,8.946105554895041,0.003753839512584361,1765645054.4740016
5067,-9.797834910751199,2000,0.01,900.2643980335545,53,37.735849056603776,-1.785366132075918,0.04299466766520439,1765645054.9095662
5068,9.970175454048064,2000,0.01,985.961871817235,41,43.90243902439025,-0.24039565353059336,0.03300904426273486,1765645055.3418288
5069,4.312867361345047,2000,0.01,956.9386030230795,92,51.08695652173913,-0.37366449311969047,0.09070066450252649,1765645055.774184
5070,23.922523113451604,2000,0.01,963.0687074695256,37,48.64864864864865,-0.747403850647421,0.07725470906212518,1765645056.2083912
5071,-1.831211637177802,2000,0.01,852.737697008449,35,45.714285714285715,-3.955381798676777,0.05946330018359165,1765645056.6444716
5072,12.221393054638014,2000,0.01,1580.8281596787692,75,57.333333333333336,7.8692761261508455,0.066212927588257,1765645057.0867038
5073,-26.38602084517083,2000,0.01,704.5467218935955,79,48.10126582278481,-3.6487765899608036,0.07273425011810589,1765645057.5159175
5074,0.9268292109759023,2000,0.01,1006.7838034566524,4,50.0,1.7961659763175795,0.013845958991118358,1765645057.960844
5075,22.927909365761874,2000,0.01,1182.6922256814582,58,48.275862068965516,2.832643555763205,0.06569316172553308,1765645058.4650607
5076,37.76034838058083,2000,0.01,1138.5999301476534,60,56.666666666666664,2.3688906560177307,0.07392487676356181,1765645058.9059782
5077,9.103818064726473,2000,0.01,685.2061157961857,56,41.07142857142857,-5.546549375087393,0.08790748471596997,1765645059.3577678
5078,7.895774148391231,2000,0.01,658.4032101338767,53,39.62264150943396,-6.3662102006458925,0.08790748471596997,1765645059.79717
5079,-15.977344965641995,2000,0.01,847.3485244697916,66,34.84848484848485,-2.2108106440699578,0.05537126403881951,1765645060.239991
5080,7.562008986924624,2000,0.01,1748.9898577356134,61,59.01639344262295,13.320424934125688,0.06621292758825696,1765645060.6756372
5081,-10.517733691095012,2000,0.01,892.4487305407916,63,50.79365079365079,-1.6153634199126805,0.08519254374650763,1765645061.1126328
5082,-11.059263657058372,2000,0.01,886.1233443705464,46,39.130434782608695,-2.379533640075383,0.053114870384228095,1765645061.5499954
5083,-2.271734619339479,2000,0.01,975.3666101934239,127,51.181102362204726,-0.09410754285519439,0.049749146836251625,1765645062.000603
5084,-3.623129721161608,2000,0.01,1001.7198803679504,83,46.98795180722892,-0.056084846212982084,0.06569316172553318,1765645062.4411674
5085,10.16242869745892,2000,0.01,1112.3667066528792,19,78.94736842105263,6.05653839572104,0.06569316172553315,1765645062.8839016
5086,-17.222129131907934,2000,0.01,674.5885919490081,152,48.68421052631579,-2.0612630023835625,0.08011448669427874,1765645063.3674004
5087,4.532232928966309,2000,0.01,1012.1097279410689,31,61.29032258064516,0.48811426612600645,0.0522684864757037,1765645063.873352
5088,-3.3060577122518167,2000,0.01,892.5722171791508,26,50.0,-4.038460659591659,0.03891533513917581,1765645064.3093696
5089,-22.68230789847149,2000,0.01,862.3544795527647,157,50.955414012738856,-0.7781490174496356,0.04830180318900918,1765645064.7453754
5090,-20.17933820250671,2000,0.01,822.1406404721005,99,43.43434343434344,-1.6961880430927403,0.04148094641527818,1765645065.2023106
5091,-1.4147894670060195,2000,0.01,1006.3484302475707,6,16.666666666666664,1.1552460675503866,0.014532550011986405,1765645065.642011
5092,3.9149125593240126,2000,0.01,1130.610053767052,4,75.0,32.75476994892624,0.02463577960882436,1765645066.0914354
5093,0.07706492094908945,2000,0.01,986.246214630437,9,44.44444444444444,-1.426301793312216,0.026216842565678796,1765645066.5382996
5094,4.461666586046779,2000,0.01,1059.4067539878806,5,80.0,11.982241965322888,0.01675653192846942,1765645066.9922652
5095,-0.9915624983093231,2000,0.01,978.1326807940234,4,50.0,-5.36681149098222,0.02944409483337723,1765645067.4339004
5096,4.225769724753797,2000,0.01,1061.5770998043845,14,64.28571428571429,4.501697891828238,0.014283010748082536,1765645067.8748503
5097,-1.3730441036383705,2000,0.01,973.3055155695102,170,55.294117647058826,-0.053285009133918114,0.054514051536927316,1765645068.3162162
5098,-9.973254749630902,2000,0.01,741.1455120712797,51,39.21568627450981,-4.985645395541205,0.08011448669427879,1765645068.76288
5099,-0.5409319732219479,2000,0.01,987.0515147730811,7,42.857142857142854,-1.7502757117014962,0.011987333028766908,1765645069.2002923
5100,-0.695257372859533,2000,0.01,958.9263498466302,8,50.0,-5.037436702290578,0.03727083477429479,1765645069.6507227
5101,-2.766934599714888,2000,0.01,943.7933020288184,8,37.5,-6.929816125730982,0.02186650747948464,1765645070.0833528
5102,-2.259583838780862,2000,0.01,1014.7445872464233,6,33.33333333333333,2.559576863707909,0.02019104812944547,1765645070.5238893
5103,-0.1078037820572707,2000,0.01,984.1994185568269,6,50.0,-2.5333686526135932,0.028614257172955692,1765645070.9614158
5104,5.044758297960397,2000,0.01,987.818699178502,33,60.60606060606061,-0.2712532875439405,0.03575496146999856,1765645071.3904822
5105,-3.5455642002978367,2000,0.01,829.749504213051,190,55.26315789473685,-0.7957379227940065,0.05316698975443641,1765645071.818873
5106,-10.909524505001118,2000,0.01,954.7876699189583,153,51.633986928104584,-0.19534687117406171,0.04974914683625168,1765645072.273509
5107,4.733072472629983,2000,0.01,1047.1943040527976,44,61.36363636363637,1.1745576557382724,0.020141112811768773,1765645072.8160317
5108,5.4077473694768665,2000,0.01,861.8247351984614,80,60.0,-1.6309896053182509,0.04573850004614527,1765645073.2817655
5109,-24.24514706596543,2000,0.01,795.2577494796021,89,39.325842696629216,-2.2067196483856693,0.03965481169139064,1765645073.7398243
5110,-2.0511036506998934,2000,0.01,1027.0333266193134,13,46.15384615384615,2.183048785461546,0.020624103816994036,1765645074.2125263
5111,0.8300635551453059,2000,0.01,1045.6148534174172,13,53.84615384615385,3.6098323267738452,0.010896228093214456,1765645074.6864917
5112,-7.228530943837218,2000,0.01,785.6956356410335,28,42.857142857142854,-7.563644665642232,0.08999970299088168,1765645075.1559672
5113,-11.577007066960583,2000,0.01,869.935495905158,59,44.06779661016949,-2.111659736660717,0.050118513861575335,1765645075.6192126
5114,1.0929945341285512,2000,0.01,1078.0694454580853,7,57.14285714285714,11.259362350529731,0.012063026151016275,1765645076.0862615
5115,1.558607650161206,2000,0.01,1042.7322955425159,12,58.333333333333336,3.6631489134120794,0.02745384927681901,1765645076.5359626
5116,1.918967485114965,2000,0.01,968.8624728375308,13,61.53846153846154,-2.2957446825724053,0.03210194581626145,1765645077.0059013
5117,-13.657299059871871,2000,0.01,789.9703582683627,72,45.83333333333333,-2.8206732710076325,0.05381753335906512,1765645077.4638412
5118,-3.5134578322081604,2000,0.01,947.9433440306788,7,28.57142857142857,-7.33838590403031,0.028608825730143495,1765645077.9086468
5119,-1.7012948251229747,2000,0.01,1007.9973644576803,9,55.55555555555556,0.9913133044905906,0.019811789634989942,1765645078.3395846
5120,3.9896014039064465,2000,0.01,1047.4647386661404,6,83.33333333333334,8.013830629170387,0.02064877622618249,1765645078.7710414
5121,-7.366236468864022,2000,0.01,949.4182768614518,16,37.5,-3.061090819546081,0.022568145181122434,1765645079.2030787
5122,-18.24197871249561,2000,0.01,978.3564461100348,71,47.88732394366197,-0.20559290449726447,0.0486504876979879,1765645079.6355278
5123,-15.406718711428145,2000,0.01,950.6127511007744,88,46.590909090909086,-0.45495349090664017,0.05158429898258803,1765645080.074955
