episode,mean_reward,std_reward,min_reward,max_reward,mean_length,timestamp
500,1764941830.5244453,1166.3594522536184,0.0,1166.3594522536184,1166.3594522536184,1000.0
1000,1764941955.513935,1467.8492220698456,2.2737367544323206e-13,1467.8492220698454,1467.8492220698454,1000.0
500,1764943544.7303698,220.00215768494337,0.0,220.00215768494337,220.00215768494337,1000.0
1000,1764943666.4321337,1573.2943378370005,0.0,1573.2943378370005,1573.2943378370005,1000.0
500,1764951210.9844966,1250.6907875216298,0.0,1250.6907875216298,1250.6907875216298,1000.0
1000,1764951333.1102402,1646.44480806305,0.0,1646.44480806305,1646.44480806305,1000.0
1500,1764951458.6026528,1727.686792201875,2.2737367544323206e-13,1727.6867922018753,1727.6867922018753,1000.0
2000,1764951587.4556181,1581.6616047994974,0.0,1581.6616047994974,1581.6616047994974,1000.0
2500,1764951714.815003,1831.6952493560088,0.0,1831.6952493560088,1831.6952493560088,1000.0
3000,1764951838.7608483,1756.685449395647,0.0,1756.685449395647,1756.685449395647,1000.0
3500,1764951963.864317,1758.347204744065,2.2737367544323206e-13,1758.3472047440648,1758.3472047440648,1000.0
4000,1764952088.5142195,1920.4564686800343,0.0,1920.4564686800343,1920.4564686800343,1000.0
4500,1764952212.8989718,1894.2565357898734,2.2737367544323206e-13,1894.2565357898732,1894.2565357898732,1000.0
5000,1764952337.9776237,1529.7382658147812,2.2737367544323206e-13,1529.738265814781,1529.738265814781,1000.0
5500,1764952464.6602952,1839.5908478763897,0.0,1839.5908478763897,1839.5908478763897,1000.0
6000,1764952589.5789843,1886.8582954573533,0.0,1886.8582954573533,1886.8582954573533,1000.0
6500,1764952714.4791296,1835.251775992973,2.2737367544323206e-13,1835.2517759929733,1835.2517759929733,1000.0
7000,1764952838.9538057,1758.6077737268274,0.0,1758.6077737268274,1758.6077737268274,1000.0
7500,1764952966.103797,1758.6077737268274,0.0,1758.6077737268274,1758.6077737268274,1000.0
8000,1764953090.8289385,1875.4673836915313,0.0,1875.4673836915313,1875.4673836915313,1000.0
8500,1764953215.8173745,1697.1903082283272,2.2737367544323206e-13,1697.190308228327,1697.190308228327,1000.0
9000,1764953341.1992564,1881.0985868524435,2.2737367544323206e-13,1881.0985868524438,1881.0985868524438,1000.0
9500,1764953466.374681,961.5557831520206,0.0,961.5557831520206,961.5557831520206,1000.0
10000,1764953589.227838,1723.7070570984088,0.0,1723.7070570984088,1723.7070570984088,1000.0
10500,1764953716.2902775,1788.2959715160819,2.2737367544323206e-13,1788.2959715160816,1788.2959715160816,1000.0
11000,1764953845.4982643,1788.2959715160819,2.2737367544323206e-13,1788.2959715160816,1788.2959715160816,1000.0
11500,1764953974.963583,1099.2149715247433,0.0,1099.2149715247433,1099.2149715247433,1000.0
12000,1764954105.3187692,2072.9423159076514,0.0,2072.9423159076514,2072.9423159076514,1000.0
12500,1764954239.0931568,1996.7286791933063,2.2737367544323206e-13,1996.728679193306,1996.728679193306,1000.0
13000,1764954374.0638833,1722.593989379439,2.2737367544323206e-13,1722.5939893794393,1722.5939893794393,1000.0
13500,1764954506.6915135,1856.8954552241298,2.2737367544323206e-13,1856.89545522413,1856.89545522413,1000.0
14000,1764954639.4260507,1785.8022824368775,0.0,1785.8022824368775,1785.8022824368775,1000.0
14500,1764954771.7338262,1788.2959715160819,2.2737367544323206e-13,1788.2959715160816,1788.2959715160816,1000.0
15000,1764954906.4304569,1785.8022824368775,0.0,1785.8022824368775,1785.8022824368775,1000.0
15500,1764955040.0554488,1801.45392045351,2.2737367544323206e-13,1801.4539204535101,1801.4539204535101,1000.0
16000,1764955173.974979,1875.4673836915313,0.0,1875.4673836915313,1875.4673836915313,1000.0
16500,1764955307.2370977,1856.8954552241298,2.2737367544323206e-13,1856.89545522413,1856.89545522413,1000.0
17000,1764955441.1501453,1817.8925840617678,0.0,1817.8925840617678,1817.8925840617678,1000.0
17500,1764955575.4280443,1856.8954552241298,2.2737367544323206e-13,1856.89545522413,1856.89545522413,1000.0
18000,1764955709.470224,1707.0539873772595,0.0,1707.0539873772595,1707.0539873772595,1000.0
18500,1764955843.9746947,1827.207257434876,2.2737367544323206e-13,1827.2072574348763,1827.2072574348763,1000.0
19000,1764955977.0338333,1734.6933279492737,0.0,1734.6933279492737,1734.6933279492737,1000.0
19500,1764956108.8131626,1788.2959715160819,2.2737367544323206e-13,1788.2959715160816,1788.2959715160816,1000.0
20000,1764956242.3205147,1788.2959715160819,2.2737367544323206e-13,1788.2959715160816,1788.2959715160816,1000.0
