episode,mean_reward,std_reward,min_reward,max_reward,mean_length,timestamp
5200,-49.34763906920152,14.669764394431004,-79.56359916615759,-30.509829840440844,2000.0,1765647677.1161242
5400,22.450174223175956,13.040049580499,6.3358077169413,49.84962001985182,2000.0,1765647803.4809048
5600,0.0,0.0,0.0,0.0,2000.0,1765647931.1150744
5800,0.02476055609893617,0.9105768006997851,-0.9870110174962556,1.048912407743596,2000.0,1765648055.557119
6000,0.3980011994003199,0.48744992777324303,0.0,0.9950029985008007,2000.0,1765648181.4066813
6200,5.115219740181398,12.58668746767838,-11.94214236988176,27.468443061630282,2000.0,1765648309.9981143
6400,15.474017343960702,15.923581815331413,-2.689283354055474,49.845519060198484,2000.0,1765648449.0341413
6600,0.4253602714167126,0.682472583866952,-0.9870110174962556,1.048912407743596,2000.0,1765648570.816216
6800,11.085371437036425,3.127351900372124,7.7632584401307,17.262132934314383,2000.0,1765648685.0093694
7000,8.853066300023567,4.278359485138204,2.8703909509865007,16.348545804188248,2000.0,1765648799.0334044
7200,-0.3280380120322375,2.5662884796956855,-6.02572988549048,1.7556694156568589,2000.0,1765648915.1807365
7400,0.30894001998627774,0.8248703360380526,-0.9870110174962556,1.6041058239297712,2000.0,1765649029.1837873
7600,12.926440374155442,3.162736305809201,8.499854282439955,17.521383716336366,2000.0,1765649144.1139276
7800,18.272770141578903,4.86046735489927,10.634792460226617,27.436831339108632,2000.0,1765649268.4908416
8000,-4.756542726380269,8.052589856529723,-19.181623731708715,9.067247015870494,2000.0,1765649387.4439306
8200,0.48970802000474506,1.1817183619143914,-1.0015958474693583,1.8807999726967797,2000.0,1765649512.9945676
8400,12.149775581878945,3.6179264946621066,5.988113448060416,18.318867567252887,2000.0,1765649642.8930283
8600,17.883519180043926,13.951362540746516,-3.6540639992695305,38.66439801075359,2000.0,1765649772.4710815
8800,12.184285815764117,3.776686241855748,7.36569570406483,20.014569215338078,2000.0,1765649900.3745477
9000,16.8655665602053,13.474626720898307,-0.084684550764616,36.797280066643815,2000.0,1765650021.8018017
9200,8.999534476239688,4.444485398097782,1.6529683053377116,15.041249459358749,2000.0,1765650135.9276114
9400,14.576557403376663,2.6030191887780396,9.604896188369134,18.16837828148645,2000.0,1765650263.9467998
9600,12.672180146669582,5.399419418144242,1.5830432134827381,19.759812296097635,2000.0,1765650390.2745368
9800,6.109726233248649,6.728366132357543,-3.417632846513391,18.05873883433157,2000.0,1765650513.3784077
10000,94.19653197550191,25.869463810502218,66.51924919814824,153.66496820711166,2000.0,1765650631.185922
10200,53.87742291670686,28.61971552194652,10.062932874128672,98.92693117110687,1000.0,1765657114.0910656
10400,54.20966319980082,16.287006577336822,19.8000890021958,76.70282362664277,1000.0,1765657176.8917563
10600,2.01593590028695,12.866968189915411,-19.118249940655677,22.817334140872862,1000.0,1765657239.728551
10800,43.83287650405957,18.363443336203183,10.940451317743724,70.09541811624668,1000.0,1765657301.3725677
11000,2.964672558313306,4.1240542928766475,-6.666798291867945,8.839778247858222,1000.0,1765657363.863086
11200,3.95466122663971,6.2258723098312805,-11.927522676868568,10.975603787687009,1000.0,1765657425.0118139
11400,1.9213181510355102,4.956747578878622,-9.599087448574203,9.588564974409653,1000.0,1765657485.8616304
11600,0.7963058879117157,8.779943596422065,-16.294916428645926,12.691054547700192,1000.0,1765657546.7048876
11800,-0.14186572473810294,0.4255971742143088,-1.4186572473810295,0.0,1000.0,1765657606.0709069
12000,0.0,0.0,0.0,0.0,1000.0,1765657666.13909
12200,43.295880270329896,19.236855466891367,15.378306209905599,68.36030114833625,1000.0,1765657726.4538114
12400,44.61184881726684,18.03928252353818,19.42144643120992,73.64600973551322,1000.0,1765657788.714935
12600,22.84552534662591,9.398191893894014,8.034342038656277,40.56702161395329,1000.0,1765657851.6787682
12800,61.37117789971129,15.200944496485207,43.042432273961154,95.64596748388975,1000.0,1765657908.0873656
13000,0.4975014992504,0.4975014992504,0.0,0.9950029985008007,1000.0,1765657964.2631106
13200,6.902781366457342,4.360475179876828,-0.759441975401694,13.099242801913352,1000.0,1765658018.0235183
13400,-0.19740220349925114,0.3948044069985023,-0.9870110174962556,0.0,1000.0,1765658073.0757847
13600,1.015031456938673,6.661705737492346,-11.707548395364999,11.357960473328006,1000.0,1765658127.4086745
13800,0.0,0.0,0.0,0.0,1000.0,1765658180.9642875
14000,0.25097429838443597,0.8085829240911568,-1.0015958474693583,1.7556694156568589,1000.0,1765658236.3582764
14200,-0.12826944928318604,0.8344598124147222,-1.4186572473810295,1.7556694156568589,1000.0,1765658291.4484751
14400,0.16668756439263419,1.0251783063617714,-1.4186572473810295,1.5013967128961336,1000.0,1765658345.5127347
14600,6.010434745042509,2.0546327329115472,2.5546284448584995,9.740231717664539,1000.0,1765658399.5302677
14800,2.866939895450656,4.247846606646226,-6.516525372768593,7.26044320770233,1000.0,1765658454.315811
15000,0.0,0.0,0.0,0.0,1000.0,1765658508.2272887
