episode,mean_reward,std_reward,min_reward,max_reward,mean_portfolio,mean_trades,mean_steps,timestamp
100,-30.439868837751295,15.248618346332409,-59.047707510998954,-14.596948136209363,879.6903692639189,123.4,1000.0,-95.54195732322394,60.69423231939932,0.8898970707401542,-0.8303964916553394,1765817718.9453366
200,-0.28806778338722766,9.49247286966181,-15.730480058373212,12.173301598042343,1012.0104737855914,11.8,1000.0,13.2044355793492,75.54545454545455,4.755162025020087,1.4413125471120158,1765817736.0135274
300,-0.0804065682990606,9.047915364086553,-17.809419325071353,6.6924510460938516,1014.4602944508182,12.8,1000.0,15.750461508737839,67.75443510737628,2.4861297063805066,2.1086282205449414,1765817753.4593492
400,-26.19234869437303,18.43424563774228,-60.493152268388705,-8.738643756137446,876.8040377322146,98.6,1000.0,-90.03479341151382,60.68414872618721,0.8852858279069775,-1.1503474063419892,1765817770.1233249
500,-0.7205214378519342,0.558957124296133,-1.0000000000000007,0.3973928107403319,1001.3780858436239,0.4,1000.0,1.4181956813947407,20.0,141819568.13947406,0.7090978406973704,1765817787.0759628
600,-22.626588728396428,16.610535152294435,-52.86978277934227,-6.121140587249068,876.4953269438123,57.0,1000.0,-88.58111097488218,70.45468361882278,0.8830003345168806,-1.5143227856220531,1765817803.9976437
700,-35.9587268815864,12.206190017105932,-52.435287038658416,-17.59284063859664,798.1195277728942,46.0,1000.0,-175.93139635132275,73.67777276503227,0.687759348492923,-3.7179634636743573,1765817820.9992437
800,-28.578202338714874,11.417484998288257,-50.51721980813956,-17.846500478797388,873.0641914660027,61.6,1000.0,-107.93628892533711,78.86083978693037,0.8428117115189206,-1.7001620037564085,1765817837.9968674
900,0.38502453257099745,2.7700490651419964,-1.0000000000000007,5.9251226628549905,1006.915831874859,1.0,1000.0,7.017730905849854,20.0,701773090.5849854,1.4035461811699708,1765817854.8863225
1000,-0.10740529804706367,1.7851894039058742,-1.0000000000000007,3.4629735097646845,1004.4301692141804,1.0,1000.0,4.531326893094382,20.0,453132689.3094382,0.9062653786188765,1765817872.0509553
1100,-26.62397696761721,18.624133754449442,-52.17965511218635,2.8851186782737526,857.8655130702003,57.8,1000.0,-114.92425669680756,69.84471779049784,0.8204404804440273,-1.9233220467382075,1765817891.331528
1200,-11.983823388229228,11.736502176501169,-29.453227853701318,-0.16965869128113165,954.5486337681072,10.4,1000.0,-44.43171265572168,39.62121212121212,0.7904029132677417,-4.194093633504212,1765817908.4705539
1300,-30.008297824585448,12.006156540381484,-46.0386985964389,-18.55847019633694,856.933886780514,97.4,1000.0,-104.49777161055593,58.93180922990784,0.8507606083709313,-1.1841411579582601,1765817925.5893424
1400,0.38502453257099745,2.7700490651419964,-1.0000000000000007,5.9251226628549905,1006.915831874859,1.0,1000.0,7.017730905849854,20.0,701773090.5849854,1.4035461811699708,1765817942.741685
1500,-17.860764884656934,21.92115351010222,-53.82372738601279,2.0964815501665437,908.940200762896,54.0,1000.0,-75.69486668474426,61.87784709531881,0.91511306164154,-1.2446668933634657,1765817959.8119187
1600,-33.85820620666297,14.661679898930258,-57.11330565229054,-20.685666010343603,808.3187346686511,49.6,1000.0,-165.0042361321385,74.08827259419844,0.7226847204737715,-3.1081832645601226,1765817976.9552577
1700,-18.57679504795599,23.11229867474051,-54.11903241363529,7.367954528521157,905.0072957250179,55.6,1000.0,-80.02495211980121,60.94102737211148,0.9292919268559405,-1.3353409244605088,1765817994.1886253
1800,-19.864931887022802,25.675387355390278,-67.90146108345814,-0.955150708603903,884.6125989062102,29.0,1000.0,-87.74489752124742,79.53338467242806,0.9105115559646256,-2.844541609290557,1765818011.6647325
1900,-28.52794926829342,12.25281579111047,-50.51721980813956,-15.44369095661829,868.6705777520925,60.0,1000.0,-112.65315566277165,80.35084616935795,0.8352216370212225,-1.8084554158972739,1765818029.2708852
2000,0.47860229202121685,2.9572045840424352,-1.0000000000000007,6.393011460106088,1007.3934702842687,1.0,1000.0,7.494851116075867,20.0,749485111.6075866,1.4989702232151734,1765818046.618282
